Marker Id,Name,Address,Latitude,Longitude,Notes,Group,Use HTML,Button Link,Tags
98750a03-3eca-41ed-925b-794a705bee96,Lengyeltóti,"Lengyeltóti, 8693 Hungary",46.6668325,17.6434037,,,,,
7af4d412-6991-46fe-91c4-8d2cef474132,Rétság,"Rétság, 2651 Hungary",47.92899380000001,19.137528100000004,,,,,
91613edb-f490-4c1d-bdad-313c171df264,Csobánkapuszta,"Bér, Csobánkapuszta 000085 5, 3045 Hungary",47.8941557,19.4722282,,,,,
19e7d021-4de7-4414-b860-43a8dc663cd4,Balatonakali,"Balatonakali, 8243 Hungary",46.8821941,17.7464937,,,,,
e5645122-4198-406e-a5a2-3dd1efb1544b,Sóstó,"Siófok, Sóstó, 8600 Hungary",46.9397229,18.1349589,,,,,
8e08a362-2090-4e42-ae69-d3a949bf4ea4,Galgaguta,"Galgaguta, 2686 Hungary",47.84928,19.3877658,,,,,
